,X,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Side,Deck,CabinNumbers
358,349,yes,3,male,3,1,1,15.9,Southampton,Master,NA,NA,NA
359,350,no,3,male,42,0,0,8.6625,Southampton,Mr,NA,NA,NA
360,351,no,3,male,23,0,0,9.225,Southampton,Mr,NA,NA,NA
361,352,no,1,male,30,0,0,35,Southampton,Mr,Backbord,C,128
362,353,no,3,male,15,1,1,7.2292,Cherbourg,Mr,NA,NA,NA
363,354,no,3,male,25,1,0,17.8,Southampton,Mr,NA,NA,NA
364,355,no,3,male,30,0,0,7.225,Cherbourg,Mr,NA,NA,NA
365,356,no,3,male,28,0,0,9.5,Southampton,Mr,NA,NA,NA
366,357,yes,1,female,22,0,1,55,Southampton,Ms,Steuerbord,E,33
367,358,no,2,female,38,0,0,13,Southampton,Ms,NA,NA,NA
368,359,yes,3,female,22,0,0,7.8792,Queenstown,Ms,NA,NA,NA
369,360,yes,3,female,22,0,0,7.8792,Queenstown,Ms,NA,NA,NA
370,361,no,3,male,40,1,4,27.9,Southampton,Mr,NA,NA,NA
371,362,no,2,male,29,1,0,27.7208,Cherbourg,Mr,NA,NA,NA
372,363,no,3,female,45,0,1,14.4542,Cherbourg,Mrs,NA,NA,NA
373,364,no,3,male,35,0,0,7.05,Southampton,Mr,NA,NA,NA
374,365,no,3,male,30,1,0,15.5,Queenstown,Mr,NA,NA,NA
375,366,no,3,male,30,0,0,7.25,Southampton,Mr,NA,NA,NA
376,367,yes,1,female,60,1,0,75.25,Cherbourg,Mrs,Steuerbord,D,37
377,368,yes,3,female,35,0,0,7.2292,Cherbourg,Mrs,NA,NA,NA
378,369,yes,3,female,22,0,0,7.75,Queenstown,Ms,NA,NA,NA
379,370,yes,1,female,24,0,0,69.3,Cherbourg,Mrs,Steuerbord,B,35
380,371,yes,1,male,25,1,0,55.4417,Cherbourg,Mr,Backbord,E,50
381,372,no,3,male,18,1,0,6.4958,Southampton,Mr,NA,NA,NA
382,373,no,3,male,19,0,0,8.05,Southampton,Mr,NA,NA,NA
383,374,no,1,male,22,0,0,135.6333,Cherbourg,Mr,NA,NA,NA
384,375,no,3,female,3,3,1,21.075,Southampton,Ms,NA,NA,NA
385,376,yes,1,female,35,1,0,82.1708,Cherbourg,Mrs,NA,NA,NA
386,377,yes,3,female,22,0,0,7.25,Southampton,Ms,NA,NA,NA
387,378,no,1,male,27,0,2,211.5,Cherbourg,Mr,Backbord,C,82
388,379,no,3,male,20,0,0,4.0125,Cherbourg,Mr,NA,NA,NA
389,380,no,3,male,19,0,0,7.775,Southampton,Mr,NA,NA,NA
390,381,yes,1,female,42,0,0,227.525,Cherbourg,Ms,NA,NA,NA
391,382,yes,3,female,1,0,2,15.7417,Cherbourg,Ms,NA,NA,NA
392,383,no,3,male,32,0,0,7.925,Southampton,Mr,NA,NA,NA
393,384,yes,1,female,35,1,0,52,Southampton,Mrs,NA,NA,NA
394,385,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
395,386,no,2,male,18,0,0,73.5,Southampton,Mr,NA,NA,NA
396,387,no,3,male,1,5,2,46.9,Southampton,Master,NA,NA,NA
397,388,yes,2,female,36,0,0,13,Southampton,Ms,NA,NA,NA
398,389,no,3,male,30,0,0,7.7292,Queenstown,Mr,NA,NA,NA
399,390,yes,2,female,17,0,0,12,Cherbourg,Ms,NA,NA,NA
400,391,yes,1,male,36,1,2,120,Southampton,Mr,Backbord,B,96
401,98,,NA,,NA,NA,NA,NA,,,,,
402,392,yes,3,male,21,0,0,7.7958,Southampton,Mr,NA,NA,NA
403,393,no,3,male,28,2,0,7.925,Southampton,Mr,NA,NA,NA
404,394,yes,1,female,23,1,0,113.275,Cherbourg,Ms,Backbord,D,36
405,395,yes,3,female,24,0,2,16.7,Southampton,Mrs,Backbord,G,6
406,396,no,3,male,22,0,0,7.7958,Southampton,Mr,NA,NA,NA
407,397,no,3,female,31,0,0,7.8542,Southampton,Ms,NA,NA,NA
408,398,no,2,male,46,0,0,26,Southampton,Mr,NA,NA,NA
409,399,no,2,male,23,0,0,10.5,Southampton,Mr,NA,NA,NA
410,400,yes,2,female,28,0,0,12.65,Southampton,Mrs,NA,NA,NA
411,401,yes,3,male,39,0,0,7.925,Southampton,Mr,NA,NA,NA
412,402,no,3,male,26,0,0,8.05,Southampton,Mr,NA,NA,NA
413,403,no,3,female,21,1,0,9.825,Southampton,Ms,NA,NA,NA
414,404,no,3,male,28,1,0,15.85,Southampton,Mr,NA,NA,NA
415,405,no,3,female,20,0,0,8.6625,Southampton,Ms,NA,NA,NA
416,406,no,2,male,34,1,0,21,Southampton,Mr,NA,NA,NA
417,407,no,3,male,51,0,0,7.75,Southampton,Mr,NA,NA,NA
418,408,yes,2,male,3,1,1,18.75,Southampton,Master,NA,NA,NA
419,409,no,3,male,21,0,0,7.775,Southampton,Mr,NA,NA,NA
420,410,no,3,female,22,3,1,25.4667,Southampton,Ms,NA,NA,NA
421,411,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
422,412,no,3,male,30,0,0,6.8583,Queenstown,Mr,NA,NA,NA
423,413,yes,1,female,33,1,0,90,Queenstown,Ms,Backbord,C,78
424,414,no,2,male,30,0,0,0,Southampton,Mr,NA,NA,NA
425,415,yes,3,male,44,0,0,7.925,Southampton,Mr,NA,NA,NA
426,416,no,3,female,35,0,0,8.05,Southampton,Mrs,NA,NA,NA
427,417,yes,2,female,34,1,1,32.5,Southampton,Mrs,NA,NA,NA
428,418,yes,2,female,18,0,2,13,Southampton,Ms,NA,NA,NA
429,419,no,2,male,30,0,0,13,Southampton,Mr,NA,NA,NA
430,420,no,3,female,10,0,2,24.15,Southampton,Ms,NA,NA,NA
431,421,no,3,male,30,0,0,7.8958,Cherbourg,Mr,NA,NA,NA
432,422,no,3,male,21,0,0,7.7333,Queenstown,Mr,NA,NA,NA
433,423,no,3,male,29,0,0,7.875,Southampton,Mr,NA,NA,NA
434,424,no,3,female,28,1,1,14.4,Southampton,Mrs,NA,NA,NA
435,425,no,3,male,18,1,1,20.2125,Southampton,Mr,NA,NA,NA
436,426,no,3,male,30,0,0,7.25,Southampton,Mr,NA,NA,NA
437,427,yes,2,female,28,1,0,26,Southampton,Mrs,NA,NA,NA
438,428,yes,2,female,19,0,0,26,Southampton,Ms,NA,NA,NA
439,429,no,3,male,30,0,0,7.75,Queenstown,Mr,NA,NA,NA
440,430,yes,3,male,32,0,0,8.05,Southampton,Mr,Backbord,E,10
441,431,yes,1,male,28,0,0,26.55,Southampton,Mr,Backbord,C,52
442,432,yes,3,female,35,1,0,16.1,Southampton,Mrs,NA,NA,NA
443,433,yes,2,female,42,1,0,26,Southampton,Mrs,NA,NA,NA
444,434,no,3,male,17,0,0,7.125,Southampton,Mr,NA,NA,NA
445,435,no,1,male,50,1,0,55.9,Southampton,Mr,Backbord,E,44
446,436,yes,1,female,14,1,2,120,Southampton,Ms,Backbord,B,96
447,98,,NA,,NA,NA,NA,NA,,,,,
448,437,no,3,female,21,2,2,34.375,Southampton,Ms,NA,NA,NA
449,438,yes,2,female,24,2,3,18.75,Southampton,Mrs,NA,NA,NA
450,439,no,1,male,64,1,4,263,Southampton,Mr,Steuerbord,C,23
451,25, 27,NA,,NA,NA,NA,NA,,,,,
452,440,no,2,male,31,0,0,10.5,Southampton,Mr,NA,NA,NA
453,441,yes,2,female,45,1,1,26.25,Southampton,Mrs,NA,NA,NA
454,442,no,3,male,20,0,0,9.5,Southampton,Mr,NA,NA,NA
455,443,no,3,male,25,1,0,7.775,Southampton,Mr,NA,NA,NA
456,444,yes,2,female,28,0,0,13,Southampton,Ms,NA,NA,NA
457,445,yes,3,male,30,0,0,8.1125,Southampton,Mr,NA,NA,NA
458,446,yes,1,male,4,0,2,81.8583,Southampton,Master,Backbord,A,34
459,447,yes,2,female,13,0,1,19.5,Southampton,Ms,NA,NA,NA
460,448,yes,1,male,34,0,0,26.55,Southampton,Mr,NA,NA,NA
461,449,yes,3,female,5,2,1,19.2583,Cherbourg,Ms,NA,NA,NA
462,450,yes,1,male,52,0,0,30.5,Southampton,Mr,Backbord,C,104
463,451,no,2,male,36,1,2,27.75,Southampton,Mr,NA,NA,NA
464,452,no,3,male,30,1,0,19.9667,Southampton,Mr,NA,NA,NA
465,453,no,1,male,30,0,0,27.75,Cherbourg,Mr,Steuerbord,C,111
466,454,yes,1,male,49,1,0,89.1042,Cherbourg,Mr,Backbord,C,92
467,455,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
468,456,yes,3,male,29,0,0,7.8958,Cherbourg,Mr,NA,NA,NA
469,457,no,1,male,65,0,0,26.55,Southampton,Mr,Backbord,E,38
470,458,yes,1,female,35,1,0,51.8625,Southampton,Mrs,Steuerbord,D,21
471,459,yes,2,female,50,0,0,10.5,Southampton,Ms,NA,NA,NA
472,460,no,3,male,30,0,0,7.75,Queenstown,Mr,NA,NA,NA
473,461,yes,1,male,48,0,0,26.55,Southampton,Mr,Backbord,E,12
474,462,no,3,male,34,0,0,8.05,Southampton,Mr,NA,NA,NA
475,463,no,1,male,47,0,0,38.5,Southampton,Mr,Steuerbord,E,63
476,464,no,2,male,48,0,0,13,Southampton,Mr,NA,NA,NA
477,465,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
478,466,no,3,male,38,0,0,7.05,Southampton,Mr,NA,NA,NA
479,467,no,2,male,30,0,0,0,Southampton,Mr,NA,NA,NA
480,468,no,1,male,56,0,0,26.55,Southampton,Mr,NA,NA,NA
481,469,no,3,male,30,0,0,7.725,Queenstown,Mr,NA,NA,NA
482,470,yes,3,female,0.75,2,1,19.2583,Cherbourg,Ms,NA,NA,NA
483,471,no,3,male,30,0,0,7.25,Southampton,Mr,NA,NA,NA
484,472,no,3,male,38,0,0,8.6625,Southampton,Mr,NA,NA,NA
485,473,yes,2,female,33,1,2,27.75,Southampton,Mrs,NA,NA,NA
486,474,yes,2,female,23,0,0,13.7917,Cherbourg,Mrs,,,
487,475,no,3,female,22,0,0,9.8375,Southampton,Ms,NA,NA,NA
488,476,no,1,male,30,0,0,52,Southampton,Mr,Backbord,A,14
489,477,no,2,male,34,1,0,21,Southampton,Mr,NA,NA,NA
490,478,no,3,male,29,1,0,7.0458,Southampton,Mr,NA,NA,NA
491,479,no,3,male,22,0,0,7.5208,Southampton,Mr,NA,NA,NA
492,480,yes,3,female,2,0,1,12.2875,Southampton,Ms,NA,NA,NA
493,481,no,3,male,9,5,2,46.9,Southampton,Master,NA,NA,NA
494,482,no,2,male,30,0,0,0,Southampton,Mr,NA,NA,NA
495,483,no,3,male,50,0,0,8.05,Southampton,Mr,NA,NA,NA
496,484,yes,3,female,63,0,0,9.5875,Southampton,Mrs,NA,NA,NA
497,485,yes,1,male,25,1,0,91.0792,Cherbourg,Mr,Steuerbord,B,49
498,486,no,3,female,22,3,1,25.4667,Southampton,Ms,NA,NA,NA
499,487,yes,1,female,35,1,0,90,Southampton,Mrs,Steuerbord,C,93
500,488,no,1,male,58,0,0,29.7,Cherbourg,Mr,Steuerbord,B,37
501,489,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
502,490,yes,3,male,9,1,1,15.9,Southampton,Master,NA,NA,NA
503,491,no,3,male,30,1,0,19.9667,Southampton,Mr,NA,NA,NA
504,492,no,3,male,21,0,0,7.25,Southampton,Mr,NA,NA,NA
505,493,no,1,male,55,0,0,30.5,Southampton,Mr,Backbord,C,30
506,494,no,1,male,71,0,0,49.5042,Cherbourg,Mr,NA,NA,NA
507,495,no,3,male,21,0,0,8.05,Southampton,Mr,NA,NA,NA
508,496,no,3,male,30,0,0,14.4583,Cherbourg,Mr,NA,NA,NA
509,497,yes,1,female,54,1,0,78.2667,Cherbourg,Ms,Backbord,D,20
510,498,no,3,male,30,0,0,15.1,Southampton,Mr,NA,NA,NA
511,499,no,1,female,25,1,2,151.55,Southampton,Mrs,Backbord,C,22
512,26,,NA,,NA,NA,NA,NA,,,,,
513,500,no,3,male,24,0,0,7.7958,Southampton,Mr,NA,NA,NA
514,501,no,3,male,17,0,0,8.6625,Southampton,Mr,NA,NA,NA
515,502,no,3,female,21,0,0,7.75,Queenstown,Ms,NA,NA,NA
516,503,no,3,female,22,0,0,7.6292,Queenstown,Ms,NA,NA,NA
517,504,no,3,female,37,0,0,9.5875,Southampton,Ms,NA,NA,NA
518,505,yes,1,female,16,0,0,86.5,Southampton,Ms,Steuerbord,B,79
519,506,no,1,male,18,1,0,108.9,Cherbourg,Mr,Steuerbord,C,65
520,507,yes,2,female,33,0,2,26,Southampton,Mrs,NA,NA,NA
521,508,yes,1,male,30,0,0,26.55,Southampton,Mr,NA,NA,NA
522,509,no,3,male,28,0,0,22.525,Southampton,Mr,NA,NA,NA
523,510,yes,3,male,26,0,0,56.4958,Southampton,Mr,NA,NA,NA
524,511,yes,3,male,29,0,0,7.75,Queenstown,Mr,NA,NA,NA
525,512,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
526,513,yes,1,male,36,0,0,26.2875,Southampton,Mr,Steuerbord,E,25
527,514,yes,1,female,54,1,0,59.4,Cherbourg,Mrs,NA,NA,NA
528,515,no,3,male,24,0,0,7.4958,Southampton,Mr,NA,NA,NA
529,516,no,1,male,47,0,0,34.0208,Southampton,Mr,Backbord,D,46
530,517,yes,2,female,34,0,0,10.5,Southampton,Mrs,Steuerbord,F,33
531,518,no,3,male,30,0,0,24.15,Queenstown,Mr,NA,NA,NA
532,519,yes,2,female,36,1,0,26,Southampton,Mrs,NA,NA,NA
533,520,no,3,male,32,0,0,7.8958,Southampton,Mr,NA,NA,NA
534,521,yes,1,female,30,0,0,93.5,Southampton,Ms,Steuerbord,B,73
535,522,no,3,male,22,0,0,7.8958,Southampton,Mr,NA,NA,NA
536,523,no,3,male,30,0,0,7.225,Cherbourg,Mr,NA,NA,NA
537,524,yes,1,female,44,0,1,57.9792,Cherbourg,Mrs,Backbord,B,18
538,525,no,3,male,30,0,0,7.2292,Cherbourg,Mr,NA,NA,NA
539,526,no,3,male,40.5,0,0,7.75,Queenstown,Mr,NA,NA,NA
540,527,yes,2,female,50,0,0,10.5,Southampton,Ms,NA,NA,NA
541,528,no,1,male,30,0,0,221.7792,Southampton,Mr,Steuerbord,C,95
542,529,no,3,male,39,0,0,7.925,Southampton,Mr,NA,NA,NA
543,530,no,2,male,23,2,1,11.5,Southampton,Mr,NA,NA,NA
544,531,yes,2,female,2,1,1,26,Southampton,Ms,NA,NA,NA
545,532,no,3,male,30,0,0,7.2292,Cherbourg,Mr,NA,NA,NA
546,533,no,3,male,17,1,1,7.2292,Cherbourg,Mr,NA,NA,NA
547,534,yes,3,female,35,0,2,22.3583,Cherbourg,Mrs,NA,NA,NA
548,535,no,3,female,30,0,0,8.6625,Southampton,Ms,NA,NA,NA
549,536,yes,2,female,7,0,2,26.25,Southampton,Ms,NA,NA,NA
550,537,no,1,male,45,0,0,26.55,Southampton,Mr,Backbord,B,38
551,538,yes,1,female,30,0,0,106.425,Cherbourg,Ms,NA,NA,NA
552,539,no,3,male,30,0,0,14.5,Southampton,Mr,NA,NA,NA
553,540,yes,1,female,22,0,2,49.5,Cherbourg,Ms,Steuerbord,B,39
554,541,yes,1,female,36,0,2,71,Southampton,Ms,Backbord,B,22
555,542,no,3,female,9,4,2,31.275,Southampton,Ms,NA,NA,NA
556,543,no,3,female,11,4,2,31.275,Southampton,Ms,NA,NA,NA
557,544,yes,2,male,32,1,0,26,Southampton,Mr,NA,NA,NA
558,545,no,1,male,50,1,0,106.425,Cherbourg,Mr,Backbord,C,86
559,546,no,1,male,64,0,0,26,Southampton,Mr,NA,NA,NA
560,547,yes,2,female,19,1,0,26,Southampton,Mrs,NA,NA,NA
561,548,yes,2,male,30,0,0,13.8625,Cherbourg,Mr,NA,NA,NA
562,549,no,3,male,33,1,1,20.525,Southampton,Mr,NA,NA,NA
563,550,yes,2,male,8,1,1,36.75,Southampton,Master,NA,NA,NA
564,551,yes,1,male,17,0,2,110.8833,Cherbourg,Mr,Backbord,C,70
565,552,no,2,male,27,0,0,26,Southampton,Mr,NA,NA,NA
566,553,no,3,male,30,0,0,7.8292,Queenstown,Mr,NA,NA,NA
567,554,yes,3,male,22,0,0,7.225,Cherbourg,Mr,NA,NA,NA
568,555,yes,3,female,22,0,0,7.775,Southampton,Ms,NA,NA,NA
569,556,no,1,male,62,0,0,26.55,Southampton,Mr,NA,NA,NA
570,557,yes,1,female,48,1,0,39.6,Cherbourg,Ms,Backbord,A,16
571,558,no,1,male,30,0,0,227.525,Cherbourg,Mr,NA,NA,NA
572,559,yes,1,female,39,1,1,79.65,Southampton,Mrs,Steuerbord,E,67
573,560,yes,3,female,36,1,0,17.4,Southampton,Mrs,NA,NA,NA
574,561,no,3,male,30,0,0,7.75,Queenstown,Mr,NA,NA,NA
575,562,no,3,male,40,0,0,7.8958,Southampton,Mr,NA,NA,NA
576,563,no,2,male,28,0,0,13.5,Southampton,Mr,NA,NA,NA
577,564,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
578,565,no,3,female,22,0,0,8.05,Southampton,Ms,NA,NA,NA
579,566,no,3,male,24,2,0,24.15,Southampton,Mr,NA,NA,NA
580,567,no,3,male,19,0,0,7.8958,Southampton,Mr,NA,NA,NA
581,568,no,3,female,29,0,4,21.075,Southampton,Mrs,NA,NA,NA
582,569,no,3,male,30,0,0,7.2292,Cherbourg,Mr,NA,NA,NA
583,570,yes,3,male,32,0,0,7.8542,Southampton,Mr,NA,NA,NA
584,571,yes,2,male,62,0,0,10.5,Southampton,Mr,NA,NA,NA
585,572,yes,1,female,53,2,0,51.4792,Southampton,Mrs,Steuerbord,C,101
586,573,yes,1,male,36,0,0,26.3875,Southampton,Mr,Steuerbord,E,25
587,574,yes,3,female,22,0,0,7.75,Queenstown,Ms,NA,NA,NA
588,575,no,3,male,16,0,0,8.05,Southampton,Mr,NA,NA,NA
589,576,no,3,male,19,0,0,14.5,Southampton,Mr,NA,NA,NA
590,577,yes,2,female,34,0,0,13,Southampton,Ms,NA,NA,NA
591,578,yes,1,female,39,1,0,55.9,Southampton,Mrs,Backbord,E,44
592,579,no,3,female,35,1,0,14.4583,Cherbourg,Mrs,NA,NA,NA
593,580,yes,3,male,32,0,0,7.925,Southampton,Mr,NA,NA,NA
594,581,yes,2,female,25,1,1,30,Southampton,Ms,NA,NA,NA
595,582,yes,1,female,39,1,1,110.8833,Cherbourg,Mrs,Backbord,C,68
596,583,no,2,male,54,0,0,26,Southampton,Mr,NA,NA,NA
597,584,no,1,male,36,0,0,40.125,Cherbourg,Mr,Backbord,A,10
598,585,no,3,male,30,0,0,8.7125,Cherbourg,Mr,NA,NA,NA
599,586,yes,1,female,18,0,2,79.65,Southampton,Ms,Backbord,E,68
600,587,no,2,male,47,0,0,15,Southampton,Mr,NA,NA,NA
601,588,yes,1,male,60,1,1,79.2,Cherbourg,Mr,Steuerbord,B,41
602,589,no,3,male,22,0,0,8.05,Southampton,Mr,NA,NA,NA
603,590,no,3,male,30,0,0,8.05,Southampton,Mr,NA,NA,NA
604,591,no,3,male,35,0,0,7.125,Southampton,Mr,NA,NA,NA
605,592,yes,1,female,52,1,0,78.2667,Cherbourg,Mrs,Backbord,D,20
606,593,no,3,male,47,0,0,7.25,Southampton,Mr,NA,NA,NA
607,594,no,3,female,22,0,2,7.75,Queenstown,Ms,NA,NA,NA
608,595,no,2,male,37,1,0,26,Southampton,Mr,NA,NA,NA
609,596,no,3,male,36,1,1,24.15,Southampton,Mr,NA,NA,NA
610,597,yes,2,female,22,0,0,33,Southampton,Ms,NA,NA,NA
611,598,no,3,male,49,0,0,0,Southampton,Mr,NA,NA,NA
612,599,no,3,male,30,0,0,7.225,Cherbourg,Mr,NA,NA,NA
613,600,yes,1,male,49,1,0,56.9292,Cherbourg,Mr,Backbord,A,20
614,601,yes,2,female,24,2,1,27,Southampton,Mrs,NA,NA,NA
615,602,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
616,603,no,1,male,30,0,0,42.4,Southampton,Mr,NA,NA,NA
617,604,no,3,male,44,0,0,8.05,Southampton,Mr,NA,NA,NA
618,605,yes,1,male,35,0,0,26.55,Cherbourg,Mr,NA,NA,NA
619,606,no,3,male,36,1,0,15.55,Southampton,Mr,NA,NA,NA
620,607,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
621,608,yes,1,male,27,0,0,30.5,Southampton,Mr,NA,NA,NA
622,609,yes,2,female,22,1,2,41.5792,Cherbourg,Mrs,NA,NA,NA
623,610,yes,1,female,40,0,0,153.4625,Southampton,Ms,Steuerbord,C,125
624,611,no,3,female,39,1,5,31.275,Southampton,Mrs,NA,NA,NA
625,612,no,3,male,30,0,0,7.05,Southampton,Mr,NA,NA,NA
626,613,yes,3,female,22,1,0,15.5,Queenstown,Ms,NA,NA,NA
627,614,no,3,male,30,0,0,7.75,Queenstown,Mr,NA,NA,NA
628,615,no,3,male,35,0,0,8.05,Southampton,Mr,NA,NA,NA
629,616,yes,2,female,24,1,2,65,Southampton,Ms,NA,NA,NA
630,617,no,3,male,34,1,1,14.4,Southampton,Mr,NA,NA,NA
631,618,no,3,female,26,1,0,16.1,Southampton,Mrs,NA,NA,NA
632,619,yes,2,female,4,2,1,39,Southampton,Ms,Backbord,F,4
633,620,no,2,male,26,0,0,10.5,Southampton,Mr,NA,NA,NA
634,621,no,3,male,27,1,0,14.4542,Cherbourg,Mr,NA,NA,NA
635,622,yes,1,male,42,1,0,52.5542,Southampton,Mr,Steuerbord,D,19
636,623,yes,3,male,20,1,1,15.7417,Cherbourg,Mr,NA,NA,NA
637,624,no,3,male,21,0,0,7.8542,Southampton,Mr,NA,NA,NA
638,625,no,3,male,21,0,0,16.1,Southampton,Mr,NA,NA,NA
639,626,no,1,male,61,0,0,32.3208,Southampton,Mr,Backbord,D,50
640,627,no,2,male,57,0,0,12.35,Queenstown,Mr,NA,NA,NA
641,628,yes,1,female,21,0,0,77.9583,Southampton,Ms,Steuerbord,D,9
642,629,no,3,male,26,0,0,7.8958,Southampton,Mr,NA,NA,NA
643,630,no,3,male,30,0,0,7.7333,Queenstown,Mr,NA,NA,NA
644,631,yes,1,male,80,0,0,30,Southampton,Mr,Steuerbord,A,23
645,632,no,3,male,51,0,0,7.0542,Southampton,Mr,NA,NA,NA
646,633,yes,1,male,32,0,0,30.5,Cherbourg,Mr,Backbord,B,50
647,634,no,1,male,30,0,0,0,Southampton,Mr,NA,NA,NA
648,635,no,3,female,9,3,2,27.9,Southampton,Ms,NA,NA,NA
649,636,yes,2,female,28,0,0,13,Southampton,Ms,NA,NA,NA
650,637,no,3,male,32,0,0,7.925,Southampton,Mr,NA,NA,NA
651,638,no,2,male,31,1,1,26.25,Southampton,Mr,NA,NA,NA
652,639,no,3,female,41,0,5,39.6875,Southampton,Mrs,NA,NA,NA
653,640,no,3,male,30,1,0,16.1,Southampton,Mr,NA,NA,NA
654,641,no,3,male,20,0,0,7.8542,Southampton,Mr,NA,NA,NA
655,642,yes,1,female,24,0,0,69.3,Cherbourg,Ms,Steuerbord,B,35
656,643,no,3,female,2,3,2,27.9,Southampton,Ms,NA,NA,NA
657,644,yes,3,male,30,0,0,56.4958,Southampton,Mr,NA,NA,NA
658,645,yes,3,female,0.75,2,1,19.2583,Cherbourg,Ms,NA,NA,NA
659,646,yes,1,male,48,1,0,76.7292,Cherbourg,Mr,Steuerbord,D,33
660,647,no,3,male,19,0,0,7.8958,Southampton,Mr,NA,NA,NA
661,648,yes,1,male,56,0,0,35.5,Cherbourg,Mr,Backbord,A,26
662,649,no,3,male,30,0,0,7.55,Southampton,Mr,NA,NA,NA
663,650,yes,3,female,23,0,0,7.55,Southampton,Ms,NA,NA,NA
664,651,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
665,652,yes,2,female,18,0,1,23,Southampton,Ms,NA,NA,NA
666,653,no,3,male,21,0,0,8.4333,Southampton,Mr,NA,NA,NA
667,654,yes,3,female,22,0,0,7.8292,Queenstown,Ms,NA,NA,NA
668,655,no,3,female,18,0,0,6.75,Queenstown,Ms,NA,NA,NA
669,656,no,2,male,24,2,0,73.5,Southampton,Mr,NA,NA,NA
670,657,no,3,male,30,0,0,7.8958,Southampton,Mr,NA,NA,NA
671,658,no,3,female,32,1,1,15.5,Queenstown,Mrs,NA,NA,NA
672,659,no,2,male,23,0,0,13,Southampton,Mr,NA,NA,NA
673,660,no,1,male,58,0,2,113.275,Cherbourg,Mr,Backbord,D,48
674,661,yes,1,male,50,2,0,133.65,Southampton,Mr,NA,NA,NA
675,662,no,3,male,40,0,0,7.225,Cherbourg,Mr,NA,NA,NA
676,663,no,1,male,47,0,0,25.5875,Southampton,Mr,Backbord,E,58
677,664,no,3,male,36,0,0,7.4958,Southampton,Mr,NA,NA,NA
678,665,yes,3,male,20,1,0,7.925,Southampton,Mr,NA,NA,NA
679,666,no,2,male,32,2,0,73.5,Southampton,Mr,NA,NA,NA
680,667,no,2,male,25,0,0,13,Southampton,Mr,NA,NA,NA
681,668,no,3,male,30,0,0,7.775,Southampton,Mr,NA,NA,NA
682,669,no,3,male,43,0,0,8.05,Southampton,Mr,NA,NA,NA
683,670,yes,1,female,35,1,0,52,Southampton,Mrs,Backbord,C,126
684,671,yes,2,female,40,1,1,39,Southampton,Mrs,NA,NA,NA
685,672,no,1,male,31,1,0,52,Southampton,Mr,Steuerbord,B,71
686,673,no,2,male,70,0,0,10.5,Southampton,Mr,NA,NA,NA
687,674,yes,2,male,31,0,0,13,Southampton,Mr,NA,NA,NA
688,675,no,2,male,30,0,0,0,Southampton,Mr,NA,NA,NA
689,676,no,3,male,18,0,0,7.775,Southampton,Mr,NA,NA,NA
690,677,no,3,male,24.5,0,0,8.05,Southampton,Mr,NA,NA,NA
691,678,yes,3,female,18,0,0,9.8417,Southampton,Ms,NA,NA,NA
692,679,no,3,female,43,1,6,46.9,Southampton,Mrs,NA,NA,NA
693,680,yes,1,male,36,0,1,512.3292,Cherbourg,Mr,Steuerbord,B,51
694,53, 55,NA,,NA,NA,NA,NA,,,,,
695,681,no,3,female,22,0,0,8.1375,Queenstown,Ms,NA,NA,NA
696,682,yes,1,male,27,0,0,76.7292,Cherbourg,Mr,Steuerbord,D,49
697,683,no,3,male,20,0,0,9.225,Southampton,Mr,NA,NA,NA
698,684,no,3,male,14,5,2,46.9,Southampton,Mr,NA,NA,NA
699,685,no,2,male,60,1,1,39,Southampton,Mr,NA,NA,NA
700,686,no,2,male,25,1,2,41.5792,Cherbourg,Mr,NA,NA,NA
701,687,no,3,male,14,4,1,39.6875,Southampton,Mr,NA,NA,NA
702,688,no,3,male,19,0,0,10.1708,Southampton,Mr,NA,NA,NA
703,689,no,3,male,18,0,0,7.7958,Southampton,Mr,NA,NA,NA
704,690,yes,1,female,15,0,1,211.3375,Southampton,Ms,Steuerbord,B,5
705,691,yes,1,male,31,1,0,57,Southampton,Mr,Backbord,B,20
706,692,yes,3,female,4,0,1,13.4167,Cherbourg,Ms,NA,NA,NA
707,693,yes,3,male,30,0,0,56.4958,Southampton,Mr,NA,NA,NA
708,694,no,3,male,25,0,0,7.225,Cherbourg,Mr,NA,NA,NA
709,695,no,1,male,60,0,0,26.55,Southampton,Mr,NA,NA,NA
710,696,no,2,male,52,0,0,13.5,Southampton,Mr,NA,NA,NA
711,697,no,3,male,44,0,0,8.05,Southampton,Mr,NA,NA,NA
712,698,yes,3,female,22,0,0,7.7333,Queenstown,Ms,NA,NA,NA
713,699,no,1,male,49,1,1,110.8833,Cherbourg,Mr,Backbord,C,68
714,700,no,3,male,42,0,0,7.65,Southampton,Mr,Steuerbord,G,63
